Maximum,189.7,@,No.1241,,,,,,
Minimum,-0.9,@,No.2375,,,,,,
Average,51.49,,,,,,,,
Data Quantity,2390,,,,,,,,
Number of NG,0,,,,,,,,
No.,Force,Unit,Displacement,Unit,Judge,Position,Time,Date,
266,33.8,gf,0.740,mm,OK,--,7:02:59 PM,3/11/2026,
267,33.8,gf,0.745,mm,OK,--,7:02:59 PM,3/11/2026,
268,33.9,gf,0.745,mm,OK,--,7:02:59 PM,3/11/2026,
269,33.8,gf,0.745,mm,OK,--,7:02:59 PM,3/11/2026,
270,33.8,gf,0.745,mm,OK,--,7:02:59 PM,3/11/2026,
271,33.9,gf,0.745,mm,OK,--,7:02:59 PM,3/11/2026,
272,33.9,gf,0.745,mm,OK,--,7:02:59 PM,3/11/2026,
273,34.0,gf,0.750,mm,OK,--,7:02:59 PM,3/11/2026,
274,34.2,gf,0.750,mm,OK,--,7:02:59 PM,3/11/2026,
275,34.0,gf,0.755,mm,OK,--,7:02:59 PM,3/11/2026,
276,34.0,gf,0.755,mm,OK,--,7:03:00 PM,3/11/2026,
277,33.7,gf,0.760,mm,OK,--,7:03:00 PM,3/11/2026,
278,33.8,gf,0.760,mm,OK,--,7:03:00 PM,3/11/2026,
279,34.1,gf,0.760,mm,OK,--,7:03:00 PM,3/11/2026,
280,34.0,gf,0.765,mm,OK,--,7:03:00 PM,3/11/2026,
281,33.9,gf,0.765,mm,OK,--,7:03:00 PM,3/11/2026,
282,33.9,gf,0.765,mm,OK,--,7:03:00 PM,3/11/2026,
283,34.0,gf,0.765,mm,OK,--,7:03:00 PM,3/11/2026,
284,33.9,gf,0.765,mm,OK,--,7:03:00 PM,3/11/2026,
285,34.1,gf,0.765,mm,OK,--,7:03:00 PM,3/11/2026,
286,34.0,gf,0.770,mm,OK,--,7:03:01 PM,3/11/2026,
287,34.1,gf,0.770,mm,OK,--,7:03:01 PM,3/11/2026,
288,34.1,gf,0.770,mm,OK,--,7:03:01 PM,3/11/2026,
289,34.2,gf,0.775,mm,OK,--,7:03:01 PM,3/11/2026,
290,33.8,gf,0.775,mm,OK,--,7:03:01 PM,3/11/2026,
291,33.8,gf,0.775,mm,OK,--,7:03:01 PM,3/11/2026,
292,34.0,gf,0.780,mm,OK,--,7:03:01 PM,3/11/2026,
293,34.0,gf,0.780,mm,OK,--,7:03:01 PM,3/11/2026,
294,34.1,gf,0.780,mm,OK,--,7:03:01 PM,3/11/2026,
295,33.9,gf,0.780,mm,OK,--,7:03:01 PM,3/11/2026,
296,33.9,gf,0.780,mm,OK,--,7:03:02 PM,3/11/2026,
297,33.9,gf,0.780,mm,OK,--,7:03:02 PM,3/11/2026,
298,33.9,gf,0.780,mm,OK,--,7:03:02 PM,3/11/2026,
299,33.9,gf,0.785,mm,OK,--,7:03:02 PM,3/11/2026,
300,34.0,gf,0.785,mm,OK,--,7:03:02 PM,3/11/2026,
301,34.2,gf,0.785,mm,OK,--,7:03:02 PM,3/11/2026,
302,34.2,gf,0.790,mm,OK,--,7:03:02 PM,3/11/2026,
303,34.2,gf,0.790,mm,OK,--,7:03:02 PM,3/11/2026,
